URL,TITLE,TITLE LENGTH,TITLE STATUS,H1-1,H1-1 LENGTH,H1-1 STATUS,FINAL URL,FINAL URL LENGTH,CANONICAL,CANONICAL LENGTH,META DESCRIPTION,META DESCRIPTION LENGTH,META DESCRIPTION STATUS,META KEYWORDS,META KEYWORDS LENGTH,H2-1,H2-1 LENGTH,H2-1 STATUS,NUMBER OF IMAGES,NUMBER OF WITH ALT-TAG,NUMBER OF WITHOUT ALT-TAG,ALT-TAG AVERAGE LENGTH,ALT-TAG MAXIMUM LENGTH,ALT-TAG MINIMUM LENGTH,NUMBER OF ALT-TAGS THAT ARE DUPLICATED,CONTENT TYPE,DATE,HEADERS,HTTP/HTTPS,REDIRECT,REDIRECT TYPE,RESPONSE TIME (MS),STATUS,STATUS CODE
https://nativeenergy.com/how-carbon-offsets-work.html,How Carbon Offsets Work | NativeEnergy,38.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/how-carbon-offsets-work.html,56.0,None,-1,A carbon offset is a reduction in greenhouse gas emissions that is not required by law and would not have happened without financial support from the carbon offset market.,171.0,TOO LONG,"carbon offsets,  reduce carbon footprint,  carbon footprint",59.0,Buy Carbon Offsets,18.0,TOO SHORT,13.0,10.0,3.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:48 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:48 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=2399dd78af08e691cb6b02dd08fec39b; path=/, evo1mb1hmf=2399dd78af08e691cb6b02dd08fec39b; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,718.176,OK,200.0
https://nativeenergy.com/world-water-day-is-saturday-march-221.html,World Water Day is Saturday March 22!,37.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/world-water-day-is-saturday-march-22.html,69.0,None,-1,google,6.0,TOO SHORT,"world waterday,  clean water,  carbon offsets,  climate change",62.0,Buy Carbon Offsets,18.0,TOO SHORT,13.0,9.0,4.0,13.444444444444445,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:01 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:01 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=aab07ef20e49a528b32712f02fabb9b4; path=/; httponly', 'Keep-Alive': 'timeout=5, max=99', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,496.82,OK,200.0
https://nativeenergy.com/farm-methane-reduction1.html,Farm Methane Reduction | NativeEnergy,37.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/farm-methane-reduction1.html,56.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,34.0,21.0,13.0,5.761904761904762,45.0,0.0,12.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:56 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:56 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=34f6290874c235cf454e6740ed04d920; path=/, evo1mb1hmf=34f6290874c235cf454e6740ed04d920; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,728.218,OK,200.0
https://nativeenergy.com/marketing-your-actions.html,Marketing Your Actions | NativeEnergy,37.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/marketing-your-actions.html,55.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,19.0,16.0,3.0,10.75,45.0,0.0,5.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:10:47 GMT","{'Date': 'Thu, 09 Nov 2017 04:10:47 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=7c8a0cabfb39d92a0a1d1b2865e2ee9e; path=/, evo1mb1hmf=7c8a0cabfb39d92a0a1d1b2865e2ee9e; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,734.1,OK,200.0
https://nativeenergy.com/custom-built-carbon-projects.html,Custom Carbon Projects | NativeEnergy,37.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/custom-built-carbon-projects.html,61.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,10.0,9.0,1.0,13.444444444444445,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:43 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:43 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=4eaa55abeb0cf4ca38fdfbe8338defe8; path=/, evo1mb1hmf=4eaa55abeb0cf4ca38fdfbe8338defe8; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,716.201,OK,200.0
https://nativeenergy.com/other-carbon-projects.html,Other Carbon Projects | NativeEnergy,36.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/other-carbon-projects.html,54.0,None,-1,"We customize carbon offset portfolios for large orders, businesses, and compliance markets",90.0,GOOD,"carbon offsets,  verified carbon offsets,  carbon offsets for business, carbon project, carbon offset projects",110.0,Buy Carbon Offsets,18.0,TOO SHORT,30.0,19.0,11.0,6.368421052631579,45.0,0.0,10.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:17 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:17 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=73f4aa6ae7236b0a92f9d748781168eb; path=/, evo1mb1hmf=73f4aa6ae7236b0a92f9d748781168eb; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,684.801,OK,200.0
https://nativeenergy.com/events-sponsorships.html,Events & Sponsorships | NativeEnergy,36.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/events-sponsorships.html,52.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,10.0,9.0,1.0,13.444444444444445,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:06 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:06 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=3b7dcacb649933921ebbb44750811f51; path=/, evo1mb1hmf=3b7dcacb649933921ebbb44750811f51; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,736.309,OK,200.0
https://nativeenergy.com/featured-projects.html,Our Featured Projects | NativeEnergy,36.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/featured-projects.html,50.0,None,-1,Reduce your carbon footprint with carbon offsets from these featured projects.,78.0,GOOD,"carbon project, carbon offsets, carbon credits, reduce carbon footprint",71.0,Buy Carbon Offsets,18.0,TOO SHORT,28.0,18.0,10.0,17.22222222222222,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:54 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:54 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=5e35764830e650109e60a53436ca6091; path=/, evo1mb1hmf=5e35764830e650109e60a53436ca6091; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,730.887,OK,200.0
https://nativeenergy.com/blog.html,The NativeEnergy Blog | NativeEnergy,36.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/blog.html,37.0,None,-1,"Project news, green tips, and more from NativeEnergy",52.0,GOOD,green tips,10.0,Buy Carbon Offsets,18.0,TOO SHORT,20.0,10.0,10.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:11 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:11 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=2fa15cb59654a8ab0ba03689b888eaf5; path=/, evo1mb1hmf=2fa15cb59654a8ab0ba03689b888eaf5; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,819.494,OK,200.0
https://nativeenergy.com/b-corp-certification.html,B Corp Certification | NativeEnergy,35.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/b-corp-certification.html,53.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,11.0,9.0,2.0,13.444444444444445,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:46 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:46 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=3b4c0e0fd5a37ee53d4fd0b2ed89d128; path=/, evo1mb1hmf=3b4c0e0fd5a37ee53d4fd0b2ed89d128; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,728.853,OK,200.0
https://nativeenergy.com/cleanwater.html,Clean Water Campaign | NativeEnergy,35.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/cleanwater.html,43.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,24.0,14.0,10.0,8.642857142857142,45.0,0.0,5.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:04 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:04 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=a0f68e569f3e3fe464c5f3fb2c13d981; path=/, evo1mb1hmf=a0f68e569f3e3fe464c5f3fb2c13d981; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,709.968,OK,200.0
https://nativeenergy.com/verified-carbon-offsets.html,Other Carbon Offsets | NativeEnergy,35.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/verified-carbon-offsets.html,56.0,None,-1,Address your greenhouse gas emissions with verified carbon offsets from the U.S. and around the world.,102.0,GOOD,"carbon offsets,  carbon offsets for business",44.0,Buy Carbon Offsets,18.0,TOO SHORT,12.0,11.0,1.0,11.0,45.0,0.0,2.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:10:55 GMT","{'Date': 'Thu, 09 Nov 2017 04:10:55 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=b2747cc4b5cb0310215ef10fbce9931d; path=/, evo1mb1hmf=b2747cc4b5cb0310215ef10fbce9931d; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,722.112,OK,200.0
https://nativeenergy.com/household-carbon-calculator.html,Household Calculator | NativeEnergy,35.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/household-carbon-calculator.html,60.0,None,-1,Use this calculator to estimate and reduce your personal carbon footprint. ,75.0,GOOD,"carbon footprint calculator,  carbon footprint,  carbon calculator,  carbon offsets,  reduce greenhouse gas emissions",117.0,Buy Carbon Offsets,18.0,TOO SHORT,12.0,10.0,2.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:10:45 GMT","{'Date': 'Thu, 09 Nov 2017 04:10:45 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=57d7e0859800e90bca80129420438255; path=/, evo1mb1hmf=57d7e0859800e90bca80129420438255; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,766.121,OK,200.0
https://nativeenergy.com/sustainability-tips.html,Sustainability Tips | NativeEnergy,34.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/sustainability-tips.html,52.0,None,-1,The key to reducing your carbon footprint is to limit your energy use. Here are some practical ways to cut your greenhouse gas emissions.,137.0,GOOD,"sustainability tips,  green tips,  reduce carbon footprint",58.0,Buy Carbon Offsets,18.0,TOO SHORT,15.0,14.0,1.0,8.642857142857142,45.0,0.0,5.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:24 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:24 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=3a0355a0253df30b3d91ae09ffe65a63; path=/, evo1mb1hmf=3a0355a0253df30b3d91ae09ffe65a63; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,693.706,OK,200.0
https://nativeenergy.com/business-carbon-calculator.html,Business Calculator | NativeEnergy,34.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/business-carbon-calculator.html,59.0,None,-1,Use this calculator to estimate the carbon footprint of your business or organization. ,87.0,GOOD,"carbon calculator,  business carbon calculator,  reduce greenhouse gas emissions,  carbon offsets",97.0,Buy Carbon Offsets,18.0,TOO SHORT,11.0,10.0,1.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:45 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:45 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=0e0c5e25f288479c752b36ac3cc394a0; path=/, evo1mb1hmf=0e0c5e25f288479c752b36ac3cc394a0; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,717.352,OK,200.0
https://nativeenergy.com/project-performance.html,Project Performance | NativeEnergy,34.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/project-performance.html,52.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,11.0,10.0,1.0,14.6,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:59 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:59 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=c8a06e5eabbc7f4a54532ac47a8b5428; path=/, evo1mb1hmf=c8a06e5eabbc7f4a54532ac47a8b5428; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,696.068,OK,200.0
https://nativeenergy.com/contact-an-advisor.html,Contact an Advisor | NativeEnergy,33.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/contact-an-advisor.html,51.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,11.0,10.0,1.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:04 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:04 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=98668af8a4459e0464c4a016b50da223; path=/, evo1mb1hmf=98668af8a4459e0464c4a016b50da223; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,708.246,OK,200.0
https://nativeenergy.com/jobs-internships.html,Jobs & Internships | NativeEnergy,33.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/jobs-internships.html,49.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,10.0,9.0,1.0,13.444444444444445,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:01 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:01 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=0fdae149aa3a13c893748363692973cb; path=/, evo1mb1hmf=0fdae149aa3a13c893748363692973cb; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,694.339,OK,200.0
https://nativeenergy.com/carbon-calculators.html,Carbon Calculators | NativeEnergy,33.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/carbon-calculators.html,51.0,None,-1,Use our carbon calculators to measure and reduce your greenhouse gas emissions.,79.0,GOOD,"carbon calculator,  reduce carbon footprint,  carbon offsets,  reduce greenhouse gas emissions",94.0,Buy Carbon Offsets,18.0,TOO SHORT,16.0,12.0,4.0,14.75,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:45 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:45 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=7fe548829cc21139fb02aa06bfc54560; path=/, evo1mb1hmf=7fe548829cc21139fb02aa06bfc54560; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,735.076,OK,200.0
https://nativeenergy.com/oka.html,Oka Trees of Hope | NativeEnergy,32.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/oka.html,36.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,16.0,14.0,2.0,10.642857142857142,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:20 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:20 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=25cba337dbf46fadec0b11449f021f47; path=/, evo1mb1hmf=25cba337dbf46fadec0b11449f021f47; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,715.723,OK,200.0
https://nativeenergy.com/marketing-toolkit.html,Marketing Toolkit | NativeEnergy,32.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/marketing-toolkit.html,50.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,16.0,12.0,4.0,15.0,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:09 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:09 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=ca819620cd5d4790b3ea4ca3f652f46b; path=/, evo1mb1hmf=ca819620cd5d4790b3ea4ca3f652f46b; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,727.039,OK,200.0
https://nativeenergy.com/services-for-businesses.html,Services We Offer | NativeEnergy,32.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/services-for-businesses.html,56.0,None,-1,"With our comprehensive carbon management services, you can track, report, and reduce your carbon emissions while supporting communities in need. ",145.0,GOOD,"carbon offsets for business, carbon offsets,  renewable energy credits,  carbon software,  carbon project",105.0,Buy Carbon Offsets,18.0,TOO SHORT,64.0,59.0,5.0,4.406779661016949,45.0,0.0,39.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:33 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:33 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=39df2938c24aaa07799724383b49c765; path=/, evo1mb1hmf=39df2938c24aaa07799724383b49c765; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,807.838,OK,200.0
https://nativeenergy.com/travel.html,Travel Calculator | NativeEnergy,32.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/travel.html,39.0,None,-1,Use this calculator to estimate the carbon emissions from your travel.,70.0,GOOD,"travel carbon calculator,  carbon calculator,  carbon footprint,  carbon offsets,  reduce greenhouse gas emissions",114.0,Buy Carbon Offsets,18.0,TOO SHORT,11.0,10.0,1.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:17 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:17 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=03d03de97d0fdda6176c9267c8fe3a20; path=/, evo1mb1hmf=03d03de97d0fdda6176c9267c8fe3a20; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,697.754,OK,200.0
